price,location,bed,bath,carport,surface_area,building_area
2200000000.0,"Ngaglik, Sleman",10.0,10.0,2.0,122,190
2430000000.0,"Gamping, Sleman",4.0,3.0,1.0,192,135
2460000000.0,"Sleman, Sleman",4.0,3.0,1.0,196,135
2360000000.0,"Sleman, Sleman",4.0,3.0,1.0,182,135
2400000000.0,"Gamping, Sleman",4.0,3.0,1.0,187,135
2650000000.0,"Sleman, Sleman",4.0,3.0,1.0,213,135
1950000000.0,"Banguntapan, Bantul",4.0,3.0,1.0,630,350
2550000000.0,"Maguwoharjo, Yogyakarta",4.0,4.0,0.0,175,130
7900000000.0,"Kraton, Yogyakarta",6.0,6.0,0.0,816,350
700000000.0,"Ngaglik, Sleman",2.0,2.0,1.0,108,100
556000000.0,"Gondokusuman, Yogyakarta",2.0,1.0,1.0,84,46
2530000000.0,"Maguwoharjo, Yogyakarta",4.0,4.0,2.0,175,130
549000000.0,"Kalasan, Sleman",2.0,1.0,1.0,90,45
898000000.0,"Maguwoharjo, Yogyakarta",3.0,2.0,1.0,90,65
8000000000.0,"Kaliurang, Sleman",24.0,24.0,4.0,385,420
850000000.0,"Gamping, Sleman",3.0,1.0,1.0,96,70
350000000.0,"Purwomartani   , Sleman",2.0,1.0,1.0,115,36
2970000000.0,"Wirobrajan, Yogyakarta",5.0,2.0,1.0,143,232
1600000000.0,"Mergangsan, Yogyakarta",12.0,12.0,1.0,425,200
3800000000.0,"Pakem, Sleman",5.0,3.0,1.0,472,130
2900000000.0,"Umbulharjo, Yogyakarta",0.0,0.0,0.0,365,250
2250000000.0,"Depok, Sleman",4.0,2.0,2.0,138,151
4250000000.0,"Mantrijeron, Yogyakarta",3.0,3.0,6.0,425,150
2540000000.0,"Maguwoharjo, Yogyakarta",4.0,4.0,2.0,175,130
950000000.0,"Kraton, Yogyakarta",3.0,4.0,1.0,135,180
2300000000.0,"Gamping, Sleman",3.0,3.0,2.0,204,178
525000000.0,"Kaliurang, Yogyakarta",2.0,1.0,1.0,126,36
499000000.0,"Gamping, Sleman",2.0,1.0,1.0,141,56
1500000000.0,"Depok, Sleman",4.0,2.0,1.0,218,150
2109999999.9999998,"Sleman, Sleman",3.0,2.0,1.0,110,107
3870000000.0,"Sleman, Sleman",3.0,3.0,2.0,204,142
3230000000.0,"Sleman, Sleman",3.0,3.0,2.0,153,135
1250000000.0,"Kotagede, Yogyakarta",2.0,1.0,1.0,135,45
575000000.0,"Purwomartani   , Sleman",3.0,2.0,1.0,129,80
900000000.0,"Depok, Sleman",3.0,2.0,2.0,153,100
1900000000.0,"Depok, Sleman",5.0,4.0,2.0,158,120
1600000000.0,"Mergangsan, Yogyakarta",12.0,12.0,1.0,425,200
1380000000.0,"Sleman, Sleman",3.0,2.0,1.0,107,100
1600000000.0,"Gamping, Sleman",4.0,4.0,1.0,131,200
1900000000.0,"Depok, Sleman",5.0,6.0,2.0,166,150
7500000000.0,"Depok, Sleman",17.0,17.0,4.0,453,411
13000000000.0,"Pakualaman, Yogyakarta",3.0,1.0,0.0,838,400
3000000000.0,"Ngaglik, Sleman",3.0,3.0,3.0,229,180
1100000000.0,"Condong Catur, Sleman",3.0,2.0,1.0,187,150
270000000.0,"Ngemplak, Sleman",2.0,1.0,1.0,61,30
4200000000.0,"Sleman, Yogyakarta",4.0,4.0,8.0,564,190
1700000000.0,"Banguntapan, Bantul",3.0,2.0,1.0,118,70
550000000.0,"Banguntapan, Bantul",6.0,3.0,2.0,94,94
1950000000.0,"Banguntapan, Bantul",4.0,3.0,1.0,630,350
1100000000.0,"Ngemplak, Sleman",2.0,1.0,1.0,110,70
2600000000.0,"Turi, Sleman",4.0,4.0,4.0,1112,400
25000000000.0,"Pakualaman, Yogyakarta",9.0,9.0,0.0,429,1000
1200000000.0,"Kaliurang, Sleman",5.0,6.0,1.0,499,200
1420000000.0,"Mlati, Sleman",5.0,4.0,1.0,144,250
575000000.0,"Purwomartani   , Sleman",3.0,2.0,1.0,100,80
730000000.0,"Purwomartani   , Sleman",3.0,2.0,1.0,100,80
590000000.0,"Kaliurang, Sleman",2.0,1.0,1.0,98,45
3600000000.0,"Kaliurang, Sleman",7.0,2.0,5.0,285,160
1350000000.0,"Ngaglik, Sleman",4.0,3.0,1.0,115,190
4250000000.0,"Mantrijeron, Yogyakarta",3.0,3.0,6.0,425,150
725000000.0,"Depok, Sleman",3.0,2.0,1.0,87,70
2150000000.0,"Kasihan, Bantul",4.0,3.0,1.0,111,180
1800000000.0,"Banguntapan, Bantul",4.0,4.0,1.0,128,200
895000000.0,"Sleman, Yogyakarta",3.0,1.0,1.0,157,69
1100000000.0,"Kaliurang, Sleman",3.0,2.0,1.0,213,80
725000000.0,"Depok, Sleman",3.0,2.0,1.0,96,54
2500000000.0,"Ngaglik, Sleman",4.0,3.0,1.0,215,200
1600000000.0,"Banguntapan, Bantul",3.0,3.0,1.0,156,140
1450000000.0,"Wirobrajan, Yogyakarta",3.0,3.0,1.0,110,129
650000000.0,"Ngaglik, Sleman",3.0,2.0,1.0,101,80
1600000000.0,"Kaliurang, Sleman",3.0,3.0,1.0,122,200
2109999999.9999998,"Sleman, Yogyakarta",4.0,3.0,2.0,192,135
745000000.0,"Gamping, Sleman",2.0,2.0,1.0,98,70
357000000.0,"Prambanan, Sleman",2.0,1.0,1.0,99,36
2140000000.0000002,"Sleman, Sleman",4.0,3.0,2.0,196,135
1600000000.0,"Depok, Sleman",4.0,3.0,1.0,169,125
1900000000.0,"Condong Catur, Sleman",3.0,3.0,0.0,128,188
1820000000.0,"Wirobrajan, Yogyakarta",3.0,2.0,1.0,140,158
756000000.0,"Mlati, Sleman",3.0,1.0,1.0,108,60
2200000000.0,"Depok, Sleman",4.0,2.0,1.0,406,340
2109999999.9999998,"Mlati, Sleman",3.0,2.0,1.0,110,107
3870000000.0,"Mlati, Sleman",3.0,3.0,2.0,204,142
3230000000.0,"Mlati, Sleman",3.0,3.0,2.0,153,135
1800000000.0,"Ngaglik, Sleman",3.0,3.0,2.0,128,110
1850000000.0,"Pakem, Sleman",2.0,2.0,1.0,683,500
875000000.0,"Ngaglik, Sleman",8.0,2.0,1.0,100,200
2040000000.0,"Gamping, Sleman",4.0,3.0,2.0,182,135
1500000000.0,"Mlati, Sleman",4.0,3.0,1.0,156,120
1400000000.0,"Maguwoharjo, Yogyakarta",3.0,2.0,1.0,174,150
6800000000.0,"Depok, Sleman",21.0,21.0,4.0,250,650
2080000000.0,"Wates, Kulon Progo",4.0,3.0,2.0,186,135
5000000000.0,"Depok, Sleman",5.0,3.0,1.0,219,241
1600000000.0,"Ngaglik, Sleman",4.0,2.0,1.0,127,150
3000000000.0,"Ngaglik, Sleman",6.0,5.0,1.0,225,400
2300000000.0,"Ngaglik, Sleman",4.0,4.0,0.0,140,200
755000000.0,"Banguntapan, Bantul",2.0,1.0,1.0,101,60
2000000000.0,"Mergangsan, Yogyakarta",5.0,2.0,3.0,393,220
1800000000.0,"Mlati, Sleman",10.0,4.0,4.0,123,240
25000000000.0,"Pakualaman, Yogyakarta",9.0,9.0,3.0,429,1000
2800000000.0,"Ngaglik, Sleman",10.0,10.0,2.0,137,100
950000000.0,"Sleman, Sleman",4.0,4.0,2.0,90,62
3100000000.0,"Sleman, Yogyakarta",7.0,4.0,0.0,225,300
1450000000.0,"Mantrijeron, Yogyakarta",3.0,2.0,1.0,110,140
790000000.0,"Banguntapan, Bantul",3.0,2.0,2.0,78,60
598000000.0,"Berbah, Sleman",2.0,1.0,1.0,90,40
2200000000.0,"Ngaglik, Sleman",6.0,4.0,5.0,976,250
675000000.0,"Banguntapan, Bantul",2.0,1.0,1.0,85,45
990000000.0,"Banguntapan, Bantul",2.0,2.0,1.0,109,75
950000000.0,"Jetis, Bantul",5.0,5.0,2.0,110,170
690000000.0,"Bantul, Bantul",3.0,2.0,0.0,77,60
808000000.0,"Bantul, Bantul",3.0,2.0,2.0,79,70
800000000.0,"Mlati, Sleman",3.0,2.0,1.0,140,80
3100000000.0,"Kasihan, Bantul",5.0,3.0,1.0,146,290
598000000.0,"Sleman, Sleman",2.0,1.0,1.0,90,40
1700000000.0,"Sleman, Yogyakarta",3.0,2.0,0.0,135,95
205000000.0,"Kalasan, Sleman",1.0,1.0,1.0,60,23
675000000.0,"Banguntapan, Bantul",2.0,1.0,1.0,85,45
495000000.0,"Imogiri              , Bantul",3.0,1.0,1.0,141,60
475000000.0,"Bantul, Bantul",3.0,2.0,1.0,101,70
500000000.0,"Sewon, Bantul",2.0,1.0,1.0,97,55
299000000.0,"Ngaglik, Sleman",2.0,1.0,1.0,88,36
585000000.0,"Kalasan, Sleman",3.0,1.0,1.0,111,55
250000000.0,"Ngaglik, Sleman",2.0,1.0,1.0,88,36
1000000000.0,"Gamping, Sleman",7.0,3.0,1.0,112,224
585000000.0,"Kalasan, Sleman",3.0,1.0,1.0,111,55
590000000.0,"Mantrijeron, Yogyakarta",2.0,1.0,1.0,85,55
775000000.0,"Ngemplak, Sleman",3.0,2.0,2.0,113,85
1250000000.0,"Sleman, Sleman",7.0,3.0,0.0,329,280
775000000.0,"Ngemplak, Sleman",3.0,2.0,2.0,113,85
2320000000.0,"Gamping, Sleman",4.0,3.0,2.0,213,135
4250000000.0,"Mantrijeron, Yogyakarta",3.0,3.0,6.0,425,150
790000000.0,"Banguntapan, Bantul",3.0,2.0,1.0,75,70
1400000000.0,"Maguwoharjo, Yogyakarta",3.0,2.0,4.0,205,80
800000000.0,"Sewon, Bantul",4.0,2.0,1.0,107,165
950000000.0,"Kasihan, Bantul",3.0,2.0,1.0,150,90
750000000.0,"Kasihan, Bantul",3.0,2.0,2.0,81,70
2340000000.0,"Gamping, Sleman",4.0,3.0,1.0,184,135
1700000000.0,"Banguntapan, Bantul",3.0,2.0,1.0,118,140
2400000000.0,"Sleman, Yogyakarta",4.0,3.0,1.0,403,220
1100000000.0,"Depok, Sleman",3.0,2.0,1.0,187,150
750000000.0,"Kasihan, Bantul",3.0,2.0,2.0,81,70
950000000.0,"Banguntapan, Bantul",4.0,4.0,1.0,90,62
1700000000.0,"Banguntapan, Bantul",3.0,2.0,1.0,118,140
1300000000.0,"Ngaglik, Sleman",6.0,5.0,1.0,489,200
405000000.0,"Gamping, Sleman",2.0,2.0,1.0,125,95
950000000.0,"Banguntapan, Bantul",2.0,2.0,1.0,109,75
800000000.0,"Sewon, Bantul",4.0,2.0,1.0,107,165
598000000.0,"Berbah, Sleman",2.0,1.0,1.0,90,40
950000000.0,"Banguntapan, Bantul",2.0,2.0,1.0,109,75
1400000000.0,"Maguwoharjo, Yogyakarta",3.0,2.0,4.0,205,80
695000000.0,"Condong Catur, Sleman",2.0,2.0,1.0,100,65
420000000.0,"Kalasan, Sleman",3.0,1.0,0.0,123,120
1290000000.0,"Banguntapan, Bantul",4.0,3.0,1.0,99,105
350000000.0,"Pajangan, Bantul",2.0,1.0,1.0,80,45
250000000.0,"Jetis, Bantul",2.0,1.0,1.0,97,36
270000000.0,"Wates, Kulon Progo",1.0,1.0,0.0,71,36
800000000.0,"Banguntapan, Bantul",3.0,1.0,1.0,75,70
695000000.0,"Kaliurang, Sleman",2.0,2.0,1.0,100,65
240000000.0,"Bantul, Bantul",2.0,1.0,1.0,45,62
1290000000.0,"Banguntapan, Bantul",4.0,3.0,1.0,99,105
270000000.0,"Sentolo, Kulon Progo",1.0,1.0,0.0,71,36
600000000.0,"Sleman, Sleman",3.0,1.0,1.0,100,70
7700000000.0,"Sleman, Yogyakarta",4.0,3.0,2.0,289,600
695000000.0,"Kaliurang, Yogyakarta",2.0,2.0,1.0,100,65
20000000000.0,"Umbulharjo, Yogyakarta",47.0,47.0,15.0,2085,2295
2800000000.0,"Condong Catur, Sleman",5.0,4.0,1.0,429,225
790000000.0,"Ngaglik, Sleman",3.0,2.0,1.0,113,70
295000000.0,"Kalasan, Sleman",2.0,1.0,1.0,125,36
475000000.0,"Depok, Sleman",2.0,1.0,1.0,75,55
780000000.0,"Ngaglik, Sleman",3.0,2.0,1.0,115,60
1950000000.0,"Wirobrajan, Yogyakarta",3.0,2.0,0.0,168,110
465000000.0,"Kalasan, Sleman",2.0,1.0,1.0,132,53
800000000.0,"Ngaglik, Sleman",3.0,2.0,1.0,107,100
4700000000.0,"Ngaglik, Sleman",4.0,3.0,1.0,334,250
750000000.0,"Sleman, Sleman",3.0,2.0,1.0,130,60
2000000000.0,"Ngaglik, Sleman",10.0,10.0,3.0,205,200
756000000.0,"Ngaglik, Sleman",2.0,1.0,2.0,95,57
400000000.0,"Pajangan, Bantul",2.0,1.0,1.0,90,50
1850000000.0,"Ngemplak, Sleman",3.0,2.0,2.0,116,110
835000000.0,"Banguntapan, Bantul",3.0,2.0,1.0,102,65
961000000.0,"Ngaglik, Sleman",3.0,3.0,2.0,107,80
875000000.0,"Ngaglik, Sleman",3.0,2.0,1.0,107,70
2790000000.0,"Mlati, Sleman",3.0,3.0,1.0,123,160
1700000000.0,"Umbulharjo, Yogyakarta",4.0,3.0,2.0,200,190
1780000000.0,"Mlati, Sleman",3.0,3.0,1.0,160,210
1550000000.0,"Ngaglik, Sleman",3.0,2.0,1.0,126,90
2700000000.0,"Ngaglik, Sleman",3.0,4.0,2.0,110,160
1300000000.0,"Ngaglik, Sleman",3.0,2.0,1.0,135,120
1200000000.0,"Ngaglik, Sleman",3.0,2.0,2.0,124,100
350000000.0,"Mlati, Sleman",2.0,2.0,1.0,67,67
155000000.0,"Ngaglik, Sleman",2.0,1.0,1.0,88,36
850000000.0,"Gondokusuman, Yogyakarta",3.0,1.0,1.0,87,70
1900000000.0,"Ngaglik, Sleman",4.0,3.0,0.0,130,130
999000000.0,"Depok, Sleman",3.0,3.0,2.0,103,100
4500000000.0,"Ngaglik, Sleman",5.0,4.0,2.0,365,390
775000000.0,"Maguwoharjo, Yogyakarta",3.0,2.0,2.0,145,80
550000000.0,"Godean, Sleman",2.0,1.0,1.0,108,50
595000000.0,"Mantrijeron, Yogyakarta",2.0,1.0,1.0,82,65
675000000.0,"Banguntapan, Bantul",3.0,2.0,1.0,99,75
897000000.0,"Ngemplak, Sleman",3.0,2.0,1.0,107,91
640000000.0,"Ngaglik, Sleman",2.0,1.0,1.0,91,50
1100000000.0,"Umbulharjo, Yogyakarta",4.0,2.0,1.0,154,160
4500000000.0,"Wirobrajan, Yogyakarta",4.0,4.0,3.0,200,170
1470000000.0,"Maguwoharjo, Yogyakarta",4.0,3.0,2.0,178,131
4750000000.0,"Gondokusuman, Yogyakarta",4.0,4.0,1.0,309,190
1950000000.0,"Kasihan, Bantul",3.0,2.0,1.0,168,130
1290000000.0,"Purwomartani   , Sleman",4.0,2.0,0.0,207,160
1490000000.0,"Maguwoharjo, Yogyakarta",5.0,4.0,2.0,126,170
2500000000.0,"Kasihan, Bantul",3.0,3.0,0.0,352,168
2500000000.0,"Kasihan, Bantul",3.0,3.0,0.0,352,168
4900000000.0,"Ngaglik, Sleman",6.0,4.0,2.0,545,340
350000000.0,"Cebongan, Sleman",2.0,2.0,1.0,67,67
550000000.0,"Godean, Sleman",2.0,1.0,1.0,108,50
1700000000.0,"Banguntapan, Bantul",3.0,2.0,1.0,118,70
1100000000.0,"Ngaglik, Sleman",2.0,2.0,1.0,112,85
3500000000.0,"Mlati, Sleman",13.0,13.0,3.0,215,260
1000000000.0,"Gamping, Sleman",3.0,2.0,1.0,128,90
515000000.0,"Kalasan, Sleman",2.0,1.0,1.0,95,45
2750000000.0,"Depok, Sleman",4.0,5.0,3.0,150,190
3490000000.0,"Ngaglik, Sleman",5.0,4.0,2.0,426,400
730000000.0,"Purwomartani   , Sleman",3.0,2.0,0.0,100,80
850000000.0,"Mlati, Sleman",8.0,6.0,3.0,139,125
1750000000.0,"Ngaglik, Sleman",4.0,2.0,1.0,128,97
1300000000.0,"Ngemplak, Sleman",4.0,3.0,1.0,96,180
775000000.0,"Ngaglik, Sleman",2.0,1.0,1.0,136,100
3000000000.0,"Caturtunggal, Sleman",11.0,7.0,1.0,242,400
4500000000.0,"Mlati, Sleman",2.0,3.0,4.0,348,430
675000000.0,"Kalasan, Sleman",2.0,1.0,1.0,128,100
1350000000.0,"Banguntapan, Bantul",4.0,3.0,1.0,204,170
1970000000.0,"Depok, Sleman",5.0,6.0,3.0,160,180
850000000.0,"Depok, Sleman",3.0,3.0,1.0,98,99
350000000.0,"Mlati, Sleman",3.0,2.0,1.0,54,80
1300000000.0,"Kalasan, Sleman",5.0,3.0,1.0,125,150
1250000000.0,"Ngaglik, Sleman",3.0,2.0,1.0,105,160
410000000.0,"Banguntapan, Bantul",2.0,1.0,1.0,75,45
665000000.0,"Mlati, Sleman",3.0,2.0,1.0,114,90
1200000000.0,"Kalasan, Sleman",3.0,3.0,1.0,80,100
2200000000.0,"Banguntapan, Bantul",5.0,3.0,4.0,241,350
2100000000.0,"Gamping, Sleman",4.0,3.0,3.0,154,95
399000000.0,"Sedayu, Bantul",2.0,1.0,1.0,83,45
3000000000.0,"Kalasan, Sleman",5.0,3.0,1.0,466,275
665000000.0,"Banguntapan, Bantul",3.0,1.0,2.0,97,65
615000000.0,"Kalasan, Sleman",4.0,2.0,1.0,102,60
575000000.0,"Kalasan, Sleman",3.0,2.0,1.0,104,80
2000000000.0,"Ngaglik, Sleman",11.0,9.0,1.0,221,350
2000000000.0,"Ngaglik, Sleman",3.0,3.0,1.0,125,169
1650000000.0,"Ngaglik, Sleman",1.0,2.0,11.0,351,270
1650000000.0,"Depok, Sleman",4.0,3.0,1.0,125,185
1400000000.0,"Depok, Sleman",3.0,2.0,1.0,133,105
1300000000.0,"Depok, Sleman",3.0,2.0,2.0,174,200
3600000000.0,"Banguntapan, Bantul",5.0,5.0,3.0,416,350
1650000000.0,"Gamping, Sleman",2.0,2.0,2.0,135,115
1790000000.0,"Maguwoharjo, Yogyakarta",4.0,3.0,2.0,119,160
2700000000.0,"Tegalrejo, Yogyakarta",8.0,8.0,2.0,97,185
1700000000.0,"Banguntapan, Bantul",3.0,2.0,1.0,118,70
1990000000.0,"Depok, Sleman",0.0,0.0,0.0,194,300
1300000000.0,"Depok, Sleman",3.0,2.0,1.0,131,78
2170000000.0,"Gamping, Sleman",4.0,3.0,2.0,200,135
900000000.0,"Maguwoharjo, Yogyakarta",4.0,2.0,4.0,204,100
1790000000.0,"Maguwoharjo, Yogyakarta",4.0,3.0,2.0,119,160
1470000000.0,"Condong Catur, Sleman",4.0,3.0,1.0,146,146
685000000.0,"Ngemplak, Sleman",3.0,2.0,2.0,120,77
1850000000.0,"Ngemplak, Sleman",3.0,2.0,2.0,116,115
2300000000.0,"Depok, Sleman",3.0,3.0,2.0,126,130
2750000000.0,"Depok, Sleman",4.0,4.0,2.0,150,190
800000000.0,"Sewon, Bantul",4.0,2.0,1.0,107,165
825000000.0,"Umbulharjo, Yogyakarta",3.0,2.0,1.0,102,120
825000000.0,"Kalasan, Sleman",3.0,2.0,1.0,125,79
1250000000.0,"Pogung, Yogyakarta",3.0,2.0,1.0,135,77
1800000000.0,"Banguntapan, Bantul",3.0,2.0,1.0,112,152
950000000.0,"Umbulharjo, Yogyakarta",0.0,0.0,0.0,72,80
1100000000.0,"Kaliurang, Sleman",3.0,2.0,2.0,213,80
1700000000.0,"Depok, Sleman",4.0,5.0,1.0,111,180
640000000.0,"Sleman, Sleman",2.0,1.0,1.0,95,50
2049999999.9999998,"Depok, Sleman",4.0,4.0,2.0,160,215
1950000000.0,"Wirobrajan, Yogyakarta",3.0,2.0,1.0,170,130
235000000.0,"Kalasan, Sleman",2.0,1.0,1.0,70,30
1800000000.0,"Depok, Sleman",20.0,20.0,2.0,217,250
525000000.0,"Sewon, Bantul",3.0,1.0,1.0,112,75
925000000.0,"Mlati, Sleman",2.0,1.0,1.0,101,65
520000000.0,"Gedong Tengen, Yogyakarta",2.0,1.0,1.0,90,50
650000000.0,"Plered, Bantul",3.0,2.0,1.0,126,80
1900000000.0,"Ngaglik, Sleman",4.0,4.0,1.0,110,170
10500000000.0,"Condong Catur, Sleman",26.0,28.0,1.0,1000,970
575000000.0,"Godean, Sleman",3.0,3.0,1.0,80,120
975000000.0,"Mlati, Sleman",3.0,2.0,1.0,128,100
435000000.0,"Gamping, Sleman",2.0,1.0,1.0,101,45
550000000.0,"Ngaglik, Sleman",3.0,2.0,1.0,123,62
270000000.0,"Prambanan, Sleman",2.0,1.0,1.0,61,30
4300000000.0,"Gondokusuman, Yogyakarta",5.0,2.0,5.0,782,161
475000000.0,"Kasihan, Bantul",3.0,1.0,1.0,93,60
580000000.0,"Kotagede, Yogyakarta",2.0,1.0,1.0,66,45
975000000.0,"Ngaglik, Sleman",3.0,2.0,1.0,121,80
675000000.0,"Bantul, Yogyakarta",2.0,1.0,1.0,85,45
765000000.0,"Purwomartani   , Sleman",3.0,2.0,1.0,118,80
4500000000.0,"Ngaglik, Sleman",3.0,3.0,8.0,584,150
890000000.0,"Banguntapan, Bantul",3.0,2.0,1.0,85,70
675000000.0,"Ngaglik, Sleman",2.0,1.0,1.0,121,45
4500000000.0,"Ngaglik, Sleman",6.0,4.0,2.0,334,250
2350000000.0,"Tegalrejo, Yogyakarta",3.0,2.0,1.0,213,147
2350000000.0,"Wirobrajan, Yogyakarta",4.0,3.0,10.0,184,160
999000000.0,"Ngaglik, Sleman",3.0,4.0,1.0,103,100
2500000000.0,"Depok, Sleman",4.0,3.0,4.0,957,200
350000000.0,"Gondomanan, Yogyakarta",2.0,1.0,1.0,104,50
730000000.0,"Purwomartani   , Sleman",3.0,2.0,1.0,100,80
1300000000.0,"Ngaglik, Sleman",3.0,2.0,1.0,134,120
1500000000.0,"Wirobrajan, Yogyakarta",3.0,2.0,1.0,148,120
1350000000.0,"Wirobrajan, Yogyakarta",6.0,3.0,0.0,271,120
1250000000.0,"Depok, Sleman",3.0,2.0,1.0,200,120
1500000000.0,"Kalasan, Sleman",5.0,3.0,1.0,158,220
1100000000.0,"Depok, Sleman",3.0,2.0,1.0,160,120
592000000.0,"Ngaglik, Sleman",2.0,1.0,1.0,104,50
2650000000.0,"Gondokusuman, Yogyakarta",4.0,3.0,1.0,189,210
720000000.0,"Pogung, Yogyakarta",2.0,1.0,1.0,126,58
9500000000.0,"Pogung, Yogyakarta",4.0,3.0,2.0,1059,120
1900000000.0,"Maguwoharjo, Yogyakarta",5.0,5.0,4.0,166,150
28000000000.0,"Demangan, Yogyakarta",6.0,3.0,3.0,998,1600
500000000.0,"Kasihan, Bantul",2.0,1.0,1.0,88,55
1850000000.0,"Mlati, Sleman",3.0,3.0,2.0,102,138
2750000000.0,"Wirobrajan, Yogyakarta",2.0,3.0,8.0,579,150
3500000000.0,"Demangan, Yogyakarta",6.0,3.0,1.0,341,300
2000000000.0,"Tegalrejo, Yogyakarta",3.0,2.0,1.0,167,130
695000000.0,"Kaliurang, Yogyakarta",3.0,2.0,1.0,88,80
5000000000.0,"Wirobrajan, Yogyakarta",7.0,3.0,7.0,581,400
725000000.0,"Mlati, Sleman",3.0,2.0,1.0,114,71
450000000.0,"Sewon, Bantul",2.0,1.0,1.0,75,45
3300000000.0,"Ngaglik, Sleman",5.0,5.0,1.0,254,200
16000000000.0,"Seturan, Yogyakarta",5.0,6.0,4.0,735,1000
520000000.0,"Sayegan, Sleman",2.0,1.0,1.0,90,50
1500000000.0,"Gondokusuman, Yogyakarta",5.0,3.0,2.0,185,220
10000000000.0,"Seturan, Yogyakarta",22.0,22.0,1.0,405,900
670000000.0,"Jetis, Yogyakarta",3.0,2.0,1.0,136,80
950000000.0,"Umbulharjo, Yogyakarta",11.0,3.0,1.0,100,190
980000000.0,"Umbulharjo, Yogyakarta",6.0,6.0,1.0,100,150
1950000000.0,"Condong Catur, Sleman",7.0,5.0,0.0,249,250
1950000000.0,"Ngaglik, Sleman",11.0,11.0,2.0,150,160
1400000000.0,"Sewon, Bantul",12.0,12.0,1.0,150,380
450000000.0,"Godean, Sleman",2.0,1.0,1.0,82,50
2300000000.0,"Banguntapan, Bantul",11.0,11.0,0.0,562,350
4500000000.0,"Mlati, Sleman",13.0,13.0,4.0,251,355
1450000000.0,"Umbulharjo, Yogyakarta",6.0,7.0,4.0,150,120
450000000.0,"Jetis, Yogyakarta",2.0,1.0,1.0,82,50
5700000000.0,"Condong Catur, Sleman",7.0,8.0,6.0,482,700
2390000000.0,"Mlati, Sleman",3.0,3.0,2.0,110,70
3500000000.0,"Tegalrejo, Yogyakarta",10.0,9.0,1.0,195,345
3600000000.0,"Seturan, Yogyakarta",12.0,12.0,0.0,119,255
12000000000.0,"Ngaglik, Sleman",36.0,36.0,12.0,644,1330
1720000000.0,"Ngaglik, Sleman",3.0,2.0,2.0,96,75
2500000000.0,"Purwomartani   , Sleman",10.0,10.0,0.0,561,461
900000000.0,"Umbulharjo, Yogyakarta",16.0,5.0,0.0,170,180
6500000000.0,"Mlati, Sleman",18.0,18.0,4.0,210,250
950000000.0,"Condong Catur, Sleman",3.0,2.0,0.0,120,120
2800000000.0,"Depok, Sleman",3.0,2.0,1.0,129,163
790000000.0,"Umbulharjo, Yogyakarta",3.0,2.0,1.0,75,70
1600000000.0,"Mergangsan, Yogyakarta",12.0,12.0,0.0,425,200
8100000000.0,"Pogung, Yogyakarta",30.0,30.0,5.0,288,760
235000000.0,"Gondomanan, Yogyakarta",2.0,1.0,1.0,73,30
1600000000.0,"Mergangsan, Yogyakarta",12.0,12.0,4.0,425,425
675000000.0,"Banguntapan, Bantul",2.0,1.0,1.0,85,45
1800000000.0,"Mlati, Sleman",3.0,3.0,2.0,100,118
850000000.0,"Berbah, Sleman",2.0,1.0,1.0,125,52
499000000.0,"Tempel, Sleman",2.0,1.0,1.0,120,36
533000000.0,"Mlati, Sleman",2.0,1.0,1.0,127,36
890000000.0,"Banguntapan, Bantul",3.0,2.0,1.0,85,70
910000000.0,"Sleman, Sleman",4.0,2.0,0.0,106,160
2500000000.0,"Ngaglik, Sleman",3.0,3.0,0.0,170,125
2750000000.0,"Depok, Sleman",5.0,5.0,0.0,226,166
2200000000.0,"Ngaglik, Sleman",5.0,4.0,0.0,150,170
3200000000.0,"Ngaglik, Sleman",4.0,2.0,0.0,186,200
3000000000.0,"Ngaglik, Sleman",4.0,3.0,0.0,216,200
2800000000.0,"Tegalrejo, Yogyakarta",6.0,6.0,0.0,144,252
2250000000.0,"Bantul, Bantul",5.0,4.0,0.0,217,350
2360000000.0,"Gamping, Sleman",4.0,3.0,2.0,182,135
2350000000.0,"Wirobrajan, Yogyakarta",4.0,3.0,2.0,184,160
475000000.0,"Berbah, Sleman",3.0,1.0,1.0,85,47
375000000.0,"Kalasan, Sleman",2.0,1.0,1.0,72,72
278000000.0,"Sentolo, Kulon Progo",2.0,1.0,2.0,71,36
949000000.0,"Berbah, Sleman",4.0,4.0,1.0,90,62
2000000000.0,"Depok, Sleman",6.0,4.0,0.0,363,210
2000000000.0,"Gamping, Sleman",3.0,2.0,0.0,210,225
2000000000.0,"Depok, Sleman",4.0,3.0,0.0,134,162
2000000000.0,"Depok, Sleman",4.0,3.0,0.0,158,200
2000000000.0,"Banguntapan, Bantul",6.0,5.0,0.0,288,243
1700000000.0,"Gamping, Sleman",3.0,1.0,0.0,223,100
1750000000.0,"Ngaglik, Sleman",4.0,3.0,0.0,163,220
1700000000.0,"Gamping, Sleman",4.0,3.0,0.0,110,100
1600000000.0,"Depok, Sleman",3.0,2.0,0.0,104,160
1800000000.0,"Depok, Sleman",3.0,2.0,0.0,164,120
999000000.0,"Maguwoharjo, Yogyakarta",3.0,3.0,1.0,103,100
725000000.0,"Jetis, Yogyakarta",3.0,2.0,1.0,114,71
999000000.0,"Depok, Sleman",3.0,3.0,1.0,103,100
1600000000.0,"Condong Catur, Sleman",3.0,3.0,1.0,146,120
